Strain_Name,24_hr_Carb_1,24_hr_Carb_10,24_hr_Carb_11,24_hr_Carb_13,24_hr_Carb_14,24_hr_Carb_15,24_hr_Carb_16,24_hr_Carb_17,24_hr_Carb_18,24_hr_Carb_19,24_hr_Carb_2,24_hr_Carb_20,24_hr_Carb_21,24_hr_Carb_22,24_hr_Carb_23,24_hr_Carb_24,24_hr_Carb_25,24_hr_Carb_26,24_hr_Carb_27,24_hr_Carb_28,24_hr_Carb_3,24_hr_Carb_4,24_hr_Carb_5,24_hr_Carb_6,24_hr_Carb_7,24_hr_Carb_8,24_hr_Carb_9,72_hr_Carb_1,72_hr_Carb_10,72_hr_Carb_11,72_hr_Carb_13,72_hr_Carb_14,72_hr_Carb_15,72_hr_Carb_16,72_hr_Carb_17,72_hr_Carb_18,72_hr_Carb_19,72_hr_Carb_2,72_hr_Carb_20,72_hr_Carb_21,72_hr_Carb_22,72_hr_Carb_23,72_hr_Carb_24,72_hr_Carb_25,72_hr_Carb_26,72_hr_Carb_27,72_hr_Carb_28,72_hr_Carb_3,72_hr_Carb_4,72_hr_Carb_5,72_hr_Carb_6,72_hr_Carb_7,72_hr_Carb_8,72_hr_Carb_9,Bacteroides_Dropout_1,Bacteroides_Dropout_2,hc2_1,hc2_2
Eubacterium-dolichum-DSM-3991,0.910339,2.48606,1.2445600000000001,1.10687,0.986786,2.23039,1.70963,1.24867,2.18443,2.15193,0.741881,1.68919,1.22434,1.35825,2.27352,2.37133,2.27046,0.78889,1.08651,2.65767,2.43376,2.46019,2.61997,2.41464,2.56552,2.21811,1.71251,1.6053,2.48757,1.2656,0.604139,1.94336,2.18817,1.92337,2.20729,2.50094,2.35677,1.64884,0.508933,1.19157,1.93268,2.53011,1.66559,1.99703,0.494648,1.521,2.39387,2.36033,2.46754,2.65512,2.49871,2.34294,1.79562,2.40944,7.84148,6.66561,6.05622,6.38355
Eubacterium-eligens-ATCC-27750-MAF-2,9.01294,0.470034,0.695331,78.2665,0.694573,22.7799,1.55054,77.2823,1.55768,2.64045,9.15027,14.6725,21.7735,0.901766,1.04289,2.51884,32.4263,39.4699,0.491348,99.9985,0.469529,1.06496,0.719025,1.01869,0.810666,11.802,1.2556,7.23418,0.483991,0.552911,16.7722,0.400356,2.0725,0.657751,1.31554,0.339154,0.608775,5.60333,3.85209,4.50147,0.649853,1.11509,1.27374,8.93727,11.6748,0.318164,96.2406,0.289565,0.736805,0.624139,0.570077,0.375183,0.336089,0.790975,86.0052,76.38,71.1685,71.8792
Eubacterium-hallii-DSM-3353-MAF-2,0.288135,0.325613,0.781658,0.467878,0.259206,0.457062,0.996756,1.11163,0.249378,0.272551,0.274848,0.443891,0.283105,0.274819,0.290403,0.366842,0.374053,0.389404,0.233794,1.36848,0.37632,0.500995,0.564524,0.678935,0.41124,0.363963,0.976782,0.336894,0.244552,0.818961,0.26426500000000003,0.327241,0.392893,0.805238,1.31088,0.305929,0.280896,0.320205,0.29206,0.256065,0.423946,0.277436,0.777442,0.28703,0.327765,0.299009,1.09997,0.381176,0.808727,0.809163,0.619593,0.407809,0.358381,1.03237,1.54256,1.40558,1.30292,1.40683
Eubacterium-rectale-ATCC-33656-MAF-3,0.310975,0.526223,0.591148,0.584682,0.23243,0.588364,0.80056,1.02599,0.446272,0.490543,0.27727,0.498745,0.359885,0.320014,0.503235,0.572859,0.576541,0.423283,0.217194,1.4411,0.4563,0.642842,0.681037,0.796249,0.651882,0.452917,0.903679,0.40712,0.502307,0.615843,0.283526,0.373535,0.456599,0.772632,1.17122,0.525235,0.471296,0.365602,0.279754,0.313459,0.471685,0.517453,0.609916,0.408945,0.27733,0.309657,1.11905,0.457108,0.872549,0.879433,0.680199,0.492279,0.328545,0.892065,2.33628,2.15051,2.00013,2.07442
Eubacterium-siraeum-DSM-15702-MAF-2,1.26161,0.578015,0.348865,8.10022,4.48633,3.04968,0.676837,0.564878,0.890698,1.02284,0.792989,2.31944,5.12331,0.541202,0.79477,0.884834,2.7642,0.955639,75.1639,2.188,0.866205,0.77885,1.50315,0.62288,0.809354,0.579239,0.462567,1.07762,0.576011,0.255349,2.03582,0.715801,1.07094,0.511069,0.561241,0.524466,0.5497,0.731944,0.180537,0.822787,0.617313,0.758292,0.652753,1.54438,0.577643,0.43763,0.487431,0.476149,0.501013,0.516302,0.468653,0.526061,0.423566,0.485501,99.9394,99.929,99.8808,99.926
Eubacterium-ventriosum-ATCC-27560-MAF-2,2.27528,0.788841,1.06569,1.36284,0.506707,2.07385,99.9871,6.7931,0.699348,0.587867,0.431429,3.14728,1.32188,0.516791,0.600752,13.5862,0.98936,0.833657,0.620464,20.9025,6.36937,30.8347,14.8195,54.6606,1.15003,0.660344,1.53521,40.2411,0.743569,2.5244,0.399953,0.691785,1.41351,14.5346,6.40358,0.695567,0.639056,1.07213,0.248347,0.684467,0.806102,0.681246,99.9369,0.558561,0.315746,0.70537,1.96587,1.37356,26.288,33.647,70.4188,0.775186,0.484929,1.29264,97.5257,91.2369,90.5163,90.1662
Faecalibacterium-prausnitzii-A2-165-MAF-2,1.22961,1.65002,0.694202,1.87141,0.826607,2.04265,2.27118,49.707,1.62669,1.65008,1.07123,1.68745,1.2172,1.24715,1.66536,1.70277,1.88815,1.20658,0.6003,2.41489,1.6139,2.66362,1.92749,1.99074,85.8605,1.38391,10.2507,1.4857,1.62049,1.38307,0.604337,1.67033,1.50437,1.97294,2.61727,1.93353,1.67547,1.36192,0.568159,0.835426,1.5251,1.64052,1.60237,1.32658,0.665873,1.44593,2.41412,1.88072,2.36641,2.33666,2.15732,1.5419,1.31072,2.12763,27.9122,26.7412,23.7399,26.3457
Granulicatella-adiacens-ATCC-49175-MAF-2,0.294135,0.166224,0.101963,5.29133,0.145261,1.98802,0.137324,0.175942,0.243459,0.312452,0.291388,0.945344,0.90749,0.124197,0.16078,0.269917,0.842923,0.856712,0.126741,0.0986557,0.141395,0.108577,0.116158,0.093873,0.129387,0.114734,0.108272,0.180623,0.112902,0.100182,0.258927,0.0835953,0.140428,0.0916343,0.12318,0.0939238,0.0974854,0.129234,0.165003,0.189323,0.087513,0.0986048,0.0956538,0.205706,0.12262,0.110409,0.10008,0.102523,0.12379,0.104303,0.0934659,0.100742,0.101098,0.132745,99.9943,99.9419,99.9244,99.9371
Holdemania-filiformis-DSM-12042-MAF-2,1.47839,1.43758,1.14255,43.5211,0.92457,3.13321,46.9054,1.06263,1.296,1.46225,1.18571,2.47743,3.32236,0.822712,1.13244,1.4182,5.22862,3.62682,0.839456,1.40465,1.25461,1.28113,1.35118,2.62509,1.5002,1.40194,1.131,2.16991,1.37922,1.19506,3.77346,1.40214,1.58587,45.461,1.57716,1.36219,1.37876,1.46023,0.980679,1.28696,1.36784,1.34978,1.0798,2.57392,1.47292,1.03248,1.34307,4.86998,1.70224,1.36784,9.84139,1.54139,1.3394,1.69452,99.9941,99.9953,99.9922,99.9944
Intestinimonas-butyriciproducens-DSM-26588-MAF-2,5.05962,1.31938,8.63366,39.0702,2.66784,16.9446,53.1832,3.21312,2.56073,3.56405,2.3272,9.73368,10.8604,1.11972,0.97899,2.63528,11.993,10.0088,0.601345,1.72132,9.44852,3.15626,3.66458,1.82705,0.882512,8.23127,5.71185,3.15962,2.32595,18.9739,4.9308,4.51121,5.86289,27.5478,5.81641,7.32673,10.6341,4.22819,3.20329,2.27991,4.63833,2.41023,13.8536,3.35864,1.65811,0.367173,19.161,22.6726,24.6564,21.5098,1.04243,4.5098,10.7556,19.0515,99.8871,99.8496,99.8276,99.8041
Lactobacillus-ruminis-ATCC-25644-MAF-2,0.300243,0.11102,0.172769,4.96569,0.106724,1.59359,0.308242,0.304814,0.158463,0.228759,0.625031,0.898856,0.739022,0.0867045,0.0934233,0.217104,0.921938,2.14554,0.0852876,0.25344,0.0837793,0.0844192,0.0963942,0.120984,0.131999,0.080397,0.262764,0.243202,0.088669799999999993,0.141597,0.473424,0.0615661,0.137347,0.203301,0.275836,0.0677821,0.0799857,0.118836,0.137575,0.159926,0.105947,0.0884413,0.16925,0.0916864,0.233924,0.0482656,0.21587,0.0828194,0.191189,0.155172,0.126652,0.0800771,0.0680107,0.208466,56.5426,53.721,40.6314,39.4239
Megasphaera-DSMZ-102144-MAF-2,0.14245,95.972,99.9927,26.5873,59.2324,16.7946,99.9928,74.136,30.9985,16.839,0.188706,9.05884,14.7864,24.6061,11.038,2.00988,1.88847,3.54801,98.504,99.9948,41.5429,92.6053,99.7343,60.5217,0.131779,82.034,99.9852,0.26728,0.263444,99.9908,0.701657,28.3379,2.07231,97.9729,99.9684,15.1048,2.71051,2.1813,0.189769,7.36086,0.212935,0.144387,72.1068,0.459176,0.358652,4.27932,98.9266,61.4905,51.9445,63.8852,94.8001,99.2997,11.8821,99.9932,97.5245,96.756,90.9096,94.3502
Mitsuokella-multacida-DSM-20544-MAF-2,0.0838202,0.171002,98.9583,1.82797,0.093404,16.4167,0.232486,99.9636,0.696724,0.093945,0.112881,28.8127,4.42353,0.0677826,0.0591263,0.0945634,0.249683,0.296675,0.278203,99.9627,66.6812,83.9692,99.382,72.1324,82.7904,4.71337,87.4122,0.0735407,0.575805,0.198324,0.171157,0.0732315,10.8065,1.69507,68.8654,0.0505085,0.0408474,9.32873,0.0719563,0.832907,0.118214,0.0361327,0.0900806,0.0845544,0.209106,0.0527499,29.2023,0.308886,10.378,99.2132,88.5968,8.75849,0.0728837,0.156124,79.7226,77.0193,66.6508,73.1715
Odoribacter-splanchnicus-DSM-20712-MAF-2,23.4051,1.48552,1.23591,99.9464,2.49281,40.048,82.7895,1.95586,5.4177,8.24489,18.158,33.1612,39.0025,2.33759,3.43862,6.62828,57.0629,63.0751,1.66715,0.552726,2.17767,1.92784,2.25079,0.8029,2.44931,2.26465,2.2575,27.1081,1.27686,1.20384,43.0401,1.72258,7.84948,99.722,1.56029,1.52749,2.59074,14.9349,11.7467,12.631,1.92745,4.17976,4.24539,23.5794,22.7205,1.28308,0.765795,2.40779,1.22086,1.06644,1.2633,1.37434,1.03835,1.06323,99.9977,99.9982,99.9983,99.998
Olsenella-uli-DSM-7084-MAF-2,0.00536133,0.00311932,0.00740839,0.119314,0.00541007,0.0634587,0.00770083,0.00555629,0.0127697,0.00302184,0.0129647,0.0162302,0.0082857,0.00326554,0,0.015889,0.0110638,0.0242722,0.00263193,0.0150117,0.00555629,0.00784704,0.00633612,0.00887057,0.00716469,0.00833444,0.00599495,0.0214941,0.00862687,0.0175462,0.0169126,0.00277815,0.0124285,0.0170588,0.227174,0.00774957,0.00901679,0.00848066,0.0124773,0.00877309,0.00253445,0.00794452,0.00599495,0.0161815,0.016279,0.0085294,1.07183,0.0053126,0.239213,0.0128185,0.231756,0.00570251,0.00560503,0.0145731,11.1347,10.485,7.09748,9.73769
Oscillibacter-sp-KLE-1728-MAF-2,0.622647,0.94969,0.705924,2.50933,0.700756,1.50948,9.80659,0.735459,0.935874,0.966606,0.569613,1.57451,0.991573,0.709894,0.76747,0.840603,1.11793,0.829615,0.629174,1.00474,1.8959,0.929047,0.956353,1.26953,0.880691,1.31916,0.738152,1.19775,49.1045,1.08956,1.22514,12.5999,1.17695,47.9899,11.5534,23.4645,31.7643,55.7769,0.669262,0.78028,10.1047,0.875904,0.815745,1.02769,0.874708,32.5118,1.20947,56.307,26.0694,13.2866,35.8152,33.0952,28.7666,0.997448,36.569,33.7935,26.6005,30.7606
Parabacteroides-distasonis-ATCC-8503-MAF-2,6.84708,5.33529,57.101,74.713,36.3092,67.8204,62.6199,34.7357,5.61099,11.2953,6.74143,62.7472,67.7594,1.57752,44.9771,61.1832,16.2164,25.8552,54.253,13.4722,58.9368,76.0519,98.8138,35.3465,67.9053,69.5064,94.3766,9.33636,11.5323,23.5524,12.8155,61.9179,64.2027,62.2312,22.9922,23.1857,32.3057,20.6922,65.375,69.4657,6.80091,62.58,69.8503,6.73964,5.01667,61.1062,27.1628,57.7673,32.8901,57.2919,47.9163,55.2983,37.4375,58.2763,99.9975,99.9978,99.9981,99.9969
Parabacteroides-johnsonii-DSM-18315-MAF-2,4.6906,1.90776,1.65339,76.2794,1.65267,38.6448,13.5034,2.68955,2.60346,3.56119,5.9147,13.0704,12.121,1.73809,1.94547,2.9811,15.8652,26.956,1.32312,1.13291,1.95229,2.14913,2.19103,1.49725,1.6329,2.35023,2.40428,3.08859,30.5549,1.22484,5.7267,1.87996,68.6558,79.5485,2.09525,1.58144,1.81987,2.63609,3.73255,3.54005,9.86174,2.02265,2.27342,4.01494,4.91985,1.65267,21.3899,1.82518,1.50586,1.92081,2.02042,1.62177,1.75896,1.55401,99.9994,99.9986,99.9973,99.9968
Parabacteroides-merdae-ATCC-43184-MAF-2,7.15139,2.79776,1.82639,80.159,2.04605,29.853,4.21602,2.57127,3.53742,4.65424,6.27027,14.2746,13.1032,2.9388,2.23222,3.64856,20.7348,30.3125,1.4788,1.25583,2.885,3.10407,3.21103,2.16556,1.9451,4.57956,3.19223,5.06957,4.1961,1.7285,8.28299,3.05844,7.17543,4.46656,2.37927,2.62936,2.63002,3.76875,4.44216,4.2703,2.91194,2.83166,2.19366,6.57501,7.06627,1.79941,34.1346,2.74066,1.83345,6.82722,2.85878,1.96614,9.22586,1.83711,99.9976,99.9989,99.9962,99.9977
Parabacteroides-sp-D13-MAF-2,9.29373,11.972,51.1942,87.3142,76.9333,99.9968,99.9975,73.3684,11.1887,22.8887,10.1141,99.9695,99.9981,3.03662,90.7346,99.9912,18.2119,35.4701,99.0653,30.895,97.9221,99.4569,93.4062,72.5794,99.9995,83.8426,99.9875,15.8694,26.2892,52.1979,16.8471,99.9953,99.9977,99.9967,51.1263,51.3176,69.9679,43.821,99.9983,99.9993,15.9291,99.9975,99.9995,8.88674,6.76053,99.9962,60.1702,99.8837,71.0588,99.873,93.4744,99.438,77.5146,99.9357,99.9984,99.9968,99.9909,99.9966
Prevotella-buccae-D17-MAF-2,1.64815,0.271957,0.142447,21.4456,0.326921,8.55722,0.802829,0.375558,0.937217,1.66448,1.59912,5.49729,5.80537,0.240817,0.27528,0.86511,2.03908,3.17438,0.136615,0.169876,0.256051,0.208369,0.225335,0.183591,0.365626,0.594496,0.278779,0.904451,0.164892,0.0626343,1.3108,0.25333,0.865888,0.127955,0.237035,0.226254,4.33831,1.03135,1.24046,1.0258,0.227315,0.464703,0.234667,1.03569,0.423877,0.102081,1.94983,0.0973448,0.131878,3.08453,0.0985112,0.088296,0.159626,0.104732,95.1434,95.151,84.4489,87.2847
Prevotella-buccalis-ATCC-35310-MAF-2,3.14024,1.92756,1.68936,32.0211,1.45817,11.4507,2.47646,2.39492,2.71529,3.34981,2.35765,7.92452,8.71834,1.82555,1.85071,2.96072,6.55654,4.85769,0.904403,1.33144,1.78278,1.86549,1.92898,1.68358,1.11116,2.13269,1.82081,1.87081,1.60066,1.50104,1.16969,1.63751,2.16649,1.61006,1.7617,1.62179,1.73782,1.71983,1.90111,2.01454,1.66342,1.63618,1.76902,1.87172,0.448589,1.60882,1.63186,1.62608,1.58224,1.59482,1.58113,1.54222,1.64032,1.61081,99.9943,99.9927,99.9902,99.9926
Prevotella-copri-DSM-18205-MAF-2,0.160667,0.190347,0.134836,0.317094,0.176424,0.208208,0.218703,0.198556,0.17913,0.205592,0.192391,0.202946,0.228386,0.212388,0.158893,0.178078,0.222853,0.16605,0.167974,0.158923,0.202435,0.219725,0.180183,0.186979,0.193293,0.228506,0.205502,0.203427,0.194797,0.143497,0.0645013,0.204029,0.219064,0.223123,0.182288,0.192842,0.200991,0.185054,0.193955,0.193113,0.20472,0.182197,0.202736,0.252713,0.0398435,0.184543,0.182799,0.209261,0.188963,0.188332,0.20451,0.171943,0.227093,0.184934,86.5085,83.4328,78.8073,81.5051
Roseburia-intestinalis-L1-82-MAF-2,0.633725,1.14181,1.28287,1.20079,0.625382,1.33826,2.10742,1.85393,1.01947,1.06779,0.584847,1.14571,0.743217,0.721979,1.10451,1.14402,1.23252,0.796736,0.440598,2.52352,1.09866,1.51845,1.75035,61.2249,1.22687,1.17045,1.75309,0.862323,1.16757,1.52817,0.41443,1.11153,1.12224,2.00558,2.58474,1.22132,1.14718,0.905446,0.336974,0.573782,1.12972,1.11187,1.34221,0.86297,0.484881,0.926506,2.58487,1.32434,2.05785,1.99066,1.7839,1.11783,1.07881,2.06084,22.3212,19.3909,17.0218,17.423
Roseburia-inulinivorans-DSM-16841-MAF-2,1.53034,1.80799,1.58227,5.63892,1.30358,2.70307,2.72676,4.01073,1.72271,1.83511,1.27679,1.86717,1.61484,1.24908,1.73844,1.9338,3.04508,2.75604,0.73979,2.92902,1.78137,2.20317,1.98416,3.39362,4.71268,1.69141,2.3552,1.80856,1.70004,1.78975,1.24216,1.93423,1.72776,2.33909,3.0624,2.02029,1.81303,1.54385,0.909657,1.58727,1.66446,1.91306,1.77621,1.50442,1.42898,1.60977,2.89084,1.96653,2.72093,2.28502,2.3012,1.84493,1.67007,2.51579,98.6275,97.0041,92.7609,92.2263
Ruminococcus-albus-strain-8-MAF-2,0.103762,0.253792,0.209509,0.207298,0.136792,0.157992,0.244373,0.18743,0.0929113,0.0844214,0.0547822,0.174067,0.133778,0.215185,0.077840500000000007,0.0562642,0.291343,0.132773,0.170752,0.200466,0.124258,0.174268,0.186551,0.168441,0.0725909,0.15646,0.204309,0.11293,0.255927,0.197352,0.110645,0.166055,0.150482,0.285189,0.201421,0.123354,0.113282,0.160629,0.12461,0.143147,0.234099,0.103109,0.159348,0.254018,0.109414,0.0751027,0.191801,0.169672,0.200893,0.222244,0.207097,0.20986,0.160127,0.204435,0.283732,0.300511,0.276875,0.280768
Ruminococcus-bromii-ATCC-27255-MAF-2,0.647575,0.173579,0.208892,7.90436,0.17871,3.65081,0.395533,0.311379,0.478241,0.708684,0.767415,1.87159,1.72348,0.202361,0.117321,0.438403,1.15875,1.53842,0.172879,0.204041,0.0413306,0.0641884,0.211131,0.0870928,0.16625499999999999,0.296638,0.176005,0.439429,0.192658,0.0999678,0.379019,0.160564,0.405189,0.164763,0.23926,0.0868129,0.167188,0.356161,0.217709,0.34198,0.215143,0.132528,0.14601,0.307554,0.111677,0.022298,0.108784,0.0535525,0.100201,0.171667,0.0691797,0.0661009,0.101927,0.0962825,99.9974,99.9982,99.9945,99.9954
Ruminococcus-flavefaciens-FD-1,0.00585971,0.0473587,0.0242041,0.0104513,0.008396,0.0170106,0.0250349,0.0083304,0.00861464,0.0203341,0.00913939,0.00826481,0.014212,0.02744,0.0258221,0.00481021,0.063932,0.00822108,0.0185193,0.0325564,0.0101233,0.0292767,0.0198093,0.0102545,0.0162672,0.0165515,0.0224768,0.0206839,0.0529341,0.0248819,0.0102326,0.0345679,0.0214054,0.0480365,0.0209025,0.0274619,0.0162454,0.0257346,0.00655937,0.0272214,0.0412147,0.0111947,0.0146055,0.0481239,0.00424173,0.0117194,0.0187379,0.015174,0.018891,0.0367981,0.00894261,0.0395093,0.0131406,0.026478,0.0618986,0.0603244,0.0540492,0.0567167
Ruminococcus-gauvreauii-DSM-19829-MAF-2,6.0991,99.9968,90.2232,90.6348,39.4669,70.826,11.0875,33.4522,5.43494,3.13794,6.33068,90.1794,35.9394,1.07443,1.5742,2.76197,99.9966,30.0117,7.19502,49.9983,22.1361,29.8293,99.9985,97.3376,2.09924,13.1393,58.7032,5.33904,99.9968,98.9498,15.8446,81.1812,52.307,30.723,38.0958,0.546476,0.86506,44.6671,3.31144,3.87282,85.8564,8.48497,34.1818,99.8366,7.59875,6.81809,71.9858,2.71038,54.1563,99.9993,99.0768,62.3839,33.2312,48.6969,99.9398,99.9387,99.6715,99.8305
Ruminococcus-gnavus-ATCC-29149-MAF-2,1.16186,1.56008,82.5717,1.84795,1.02226,89.4892,2.01277,3.45349,14.4835,1.53653,1.13853,98.7871,42.8559,1.46609,1.51379,1.70044,1.62164,1.21034,0.777368,99.9878,36.8973,6.4582,99.998,1.63653,1.8986,1.57031,1.84542,1.46456,1.60885,99.9997,1.15492,1.5172,76.6193,20.5809,99.9216,1.59452,1.58652,65.4365,0.701545,2.73249,1.51701,1.49862,98.6227,1.83726,2.51963,1.18057,99.9994,94.5436,1.95105,99.9996,7.55932,1.57557,1.50262,99.8001,99.2931,97.4434,98.5227,98.2454
Ruminococcus-lactaris-ATCC-29176-MAF-2,1.00225,0.527862,1.15902,14.5872,0.492418,7.13947,1.51789,1.69808,0.603616,0.763683,0.783398,2.4611,1.57528,0.402362,0.486602,0.609907,1.08093,1.0427,0.320682,1.98829,0.524936,0.697842,1.02302,0.710864,0.573183,1.09391,1.36035,0.497795,0.445195,1.19798,0.998735,0.444756,0.701097,1.16348,1.90588,0.463082,0.48587,0.537958,0.466813,0.397716,0.556978,0.444025,1.02302,0.411909,0.464106,0.394827,1.59935,0.697622,1.06758,1.38222,0.813722,0.537519,0.481627,1.4594,97.2003,96.3605,92.777,94.506
Ruminococcus-obeum-ATCC-29174-MAF-2,1.47314,0.870558,1.21755,11.8419,0.400114,3.31859,1.28292,1.18092,1.00264,0.964916,2.04939,3.00319,2.72598,0.632282,1.07127,1.39084,4.86269,9.79897,0.533212,2.37329,1.04053,1.03325,1.78013,1.03977,1.01686,0.782174,1.07725,0.725488,0.907162,1.5064,1.05694,0.696118,1.3498000000000001,1.92526,2.23784,0.924778,0.898942,1.19777,0.45091,0.530828,0.833681,0.874997,1.47509,0.830777,0.509814,0.641898,2.07655,1.48424,1.28013,2.03348,1.18174,0.847462,0.696666,1.93756,56.4153,48.5154,36.4261,34.6704
Ruminococcus-torques-ATCC-27756-MAF-2,2.37109,0.551163,0.802239,19.4757,0.523199,5.50765,27.6566,1.20908,0.837528,1.03818,1.79223,3.73413,4.06924,0.643754,0.77052,1.35143,5.02056,5.25393,0.478279,1.11411,0.583402,0.565553,1.08258,0.521452,0.641709,0.739953,0.790005,1.31901,0.554584,0.934805,2.78393,0.527067,1.34808,90.9957,1.27479,0.552576,0.632004,1.07804,1.24772,1.01241,0.456712,0.647771,1.07979,1.52806,1.29115,0.407887,0.994116,0.723592,0.693434,1.07537,0.572656,0.477907,0.5216,0.929413,97.8459,95.4168,93.0735,93.5683
Slackia-exigua-ATCC-700122-MAF-2,0.240694,0.013653,0.57715,1.79446,0.0418183,0.442673,0.39398,1.03095,0.106408,0.0634436,0.13653,0.366388,0.326097,0.0559487,0.0604838,0.121922,0.620067,0.677209,0.021673,0.552279,0.0390973,0.208996,0.0470218,0.555382,0.0745187,0.0503634,0.869306,0.371305,0.01857,0.293731,0.425678,0.00787674,0.157439,0.036424,99.027,0.0412455,0.00291201,0.210953,0.186273,0.127985,0.0113139,0.0431073,0.0353737,0.182645,0.182358,0.0368536,53.6476,0.0199544,5.23803,0.778317,99.7416,0.00267332,0.014751,22.9306,23.0913,22.7388,16.4075,19.5797
Slackia-heliotrinireducens-DSM-20476-MAF-2,0.0188329,0.00537181,0.0158626,0.333874,0.0107436,0.0944806,0.0216136,0.01166,0.0133031,0,0.0102064,0.0357699,0.0289762,0.00322308,0.00417105,0.0308405,0.0997892,0.129239,0.00777332,0.0192753,0.0130503,0.00815251,0.00486623,0.00328628,0.0145355,0.0527701,0.0103012,0.0261007,0.00891088,0.0184537,0.0345376,0.00884768,0.0155782,0.0138403,0.0535917,0.00486623,0.00486623,0.0236044,0.0300821,0.0145039,0.00417105,0.00486623,0.00530861,0.0342532,0.0243311,0.00897408,0.00467663,0,0.0232884,0.00334948,0.0563408,0.00347588,0.00796292,0.0200653,30.3814,26.5741,21.6881,25.4189
Solobacterium-moorei-DSM-22971-MAF-2,1.20597,0.44992,0.92248,8.52224,0.734594,3.51479,43.9806,0.561445,0.599473,0.95585,0.942258,2.43791,2.52049,0.292272,0.410059,0.480235,1.42517,4.85741,0.22748,0.422888,0.339692,0.241416,0.299526,0.231221,0.375964,1.92399,0.902436,0.457365,0.954972,24.1364,2.09989,1.49118,1.54906,46.2071,45.4147,0.680836,0.654835,0.822027,0.557551,1.47411,1.35102,0.82428,2.14529,1.06344,0.915455,0.297847,35.1706,0.471072,1.35824,0.338776,0.367946,0.991053,1.03202,11.6894,80.6069,67.1642,68.1213,67.6732
Streptococcus-thermophilus-ATCC-19258-MAF-2,0.0793,0.0666938,0.0723071,0.437601,0.0375807,0.103799,0.0534692,0.0588447,0.0559905,0.0532314,0.0743051,0.106082,0.104274,0.0279239,0.0727353,0.0538498,0.0868161,0.118736,0.0584165,0.056704,0.0603669,0.0592252,0.0727828,0.0523275,0.0581787,0.0500441,0.069548,0.0673122,0.0492354,0.0711179,0.0839619,0.0402446,0.0686918,0.0680258,0.0620795,0.0412912,0.0532789,0.0401495,0.0435746,0.0504247,0.0400068,0.0537546,0.0528032,0.0628882,0.0681209,0.0385321,0.0682161,0.067502499999999993,0.0677879,0.071879,0.066456,0.0703092,0.0525654,0.0720693,17.4126,13.2686,11.3186,11.0092
Subdoligranulum-sp-4-3-54A2FAA-MAF-2,6.10287,5.28181,8.10217,46.4375,7.67533,16.105,49.1681,13.9014,4.0441,4.23192,8.71051,9.32198,19.049,2.82539,6.57387,7.91213,18.3514,12.9944,9.74871,15.1339,8.30947,5.17337,5.96161,16.7183,2.69544,6.2529,9.35564,45.7143,3.70844,4.62226,17.6718,24.5361,18.224,14.5334,10.7071,5.46954,5.37183,45.8055,16.8816,63.4802,16.4184,26.0943,10.5343,11.8721,37.8772,12.9829,5.85235,9.93022,3.82245,4.18498,17.6132,2.85445,5.93865,3.43672,99.6006,99.396,99.1725,99.3412
Subdoligranulum-variabile-DSM-15176-MAF-2,1.01857,1.08054,1.04051,6.15565,0.560686,6.33605,1.15607,1.25734,1.06365,0.837454,0.586141,7.8399,2.24,0.550054,0.855236,1.04174,3.27613,2.36404,0.54765,4.31491,0.944266,1.13219,30.319,1.03548,1.19364,1.01373,1.37888,0.740072,1.08575,0.963558,0.955946,0.872092,2.93816,1.49629,3.82095,0.901831,0.907871,2.44669,0.495015,0.843463,0.903957,0.998597,0.886022,1.0145,0.653969,0.632305,3.79367,1.16979,1.25925,66.4136,1.32199,1.00048,0.781644,1.24683,96.8567,96.9404,88.0223,90.1955
Veillonella-dispar-ATCC-17748-MAF-2,0.0347206,0.0565922,0.142142,0.252256,0.015022,0.0981625,0.120412,0.0536162,0.0237139,0.0158723,0.016014,0.113043,0.0385942,0.0151165,0.0139827,0.0252728,0.0629223,0.0794559,0.0623554,0.139827,0.0167698,0.0441684,0.15825,0.0355237,0.0338231,0.0350513,0.128159,0.0334924,0.0487506,0.11942,0.041523,0.0801645,0.0158723,0.104067,0.11857,0.0160612,0.0153054,0.026501,0.0281544,0.0259814,0.0210213,0.0168171,0.0272096,0.0204072,0.0615996,0.0127545,0.0866362,0.0419482,0.0786056,0.116019,0.0914546,0.124805,0.025698,0.0773774,5.38599,5.06614,3.57424,3.20955
