"User Genome","Classification","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings"
"Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.7.contigs__","d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","91.34","0.547662285","-"
"Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.100.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__","-","-","-","-","-","GCF_000621125.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter antarcticus","78.75","0.39","taxonomic classification defined by topology and ANI","-","GCF_003970695.1, s__Maribacter sp00274...","96.01","0.9813502007","-"
"Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.104.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7960;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","71.05","0.8667724903","-"
"Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.18.contigs__","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseicyclus;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCF_012395815.1, s__Roseicyclus sp0123...","97.64","0.9470416224","-"
"Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.21.contigs__","d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","89.76","0.662272767","-"
"Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.45.contigs__","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__","-","-","-","-","-","GCF_900109855.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius tolerans","91.16","0.67","taxonomic classification defined by topology and ANI","-","GCF_002072155.1, s__Roseovarius sp0020...","58.41","0.9934599275","Genome has more than 19.2% of markers with multiple hits"
"Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.47.contigs__","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__","-","-","-","-","-","GCF_900142765.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius litoreus","94.67","0.76","taxonomic classification defined by topology and ANI","-","GCF_900172255.1, s__Roseovarius haloto...","75.1","0.9962678718","Genome has more than 10.8% of markers with multiple hits"
"Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.12.contigs__","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","88.23","0.7249893537","-"
"Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.17.contigs__","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCA_011389575.1, s__Desulfotignum sp01...","88.13","0.9917426633","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.25.contigs__","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__","-","-","-","-","-","GCA_003538835.1","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter sp003538835","78.11","0.3","taxonomic classification defined by topology and ANI","-","GCA_002747145.1, s__Desulfobacter post...","87.87","0.9471277318","-"
"Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.26.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","73.24","0.812973207","-"
"Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.43.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Cryomorpha;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","82.03","0.8999234927","-"
"Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.51.contigs__","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","95.55","0.8798331575","-"
"Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.57.contigs__","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__WN38;s__","-","-","-","-","-","GCF_003185655.1","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__WN38;s__WN38 sp003185655","79.2","0.38","taxonomic classification defined by topology and ANI","-","GCA_003566795.1, s__WN38 sp003566795, ...","67.16","0.9655607435","-"
"Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.13.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12077;g__UBA12077;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","92.14","0.8914976011","-"
"Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.2.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","95.35","0.8603222924","-"
"Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.22.contigs__","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_C;f__SLST01;g__SLST01;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_007118855.1, s__SLST01 sp007118855...","60.59","0.8984859667","-"
"Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.8.contigs__","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albimonas;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","93.85","0.923900158","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.17.contigs__","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","64.3","0.7872548339","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.2.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","77.39","0.7208225469","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.20.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","76.22","0.8009833354","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.21.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Thiohalorhabdus;s__","-","-","-","-","-","GCF_001399755.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Thiohalorhabdus;s__Thiohalorhabdus denitrificans","82.76","0.59","taxonomic classification defined by topology and ANI","-","-","86.34","0.8555372551","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.38.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","95.97","0.6526573383","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.46.contigs__","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_C;f__PWMO01;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","87.79","0.8105154425","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.68.contigs__","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","87.59","0.7278217092","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.7.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","86.72","0.7420648627","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.89.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XJ16;f__Halofilaceae;g__Halofilum;s__","-","-","-","-","-","GCF_001614315.2","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XJ16;f__Halofilaceae;g__Halofilum;s__Halofilum ochraceum","79.15","0.35","taxonomic classification defined by topology and ANI","-","-","87.77","0.8836094402","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_maxbin.037.contigs__","d__Bacteria;p__Marinisomatota;c__;o__;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","67.8","0.3829409783","Genome has more than 14.2% of markers with multiple hits"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.11.contigs__","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","78.76","0.9033845201","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.13.contigs__","d__Bacteria;p__Marinisomatota;c__;o__;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","94.26","0.38396436","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.15.contigs__","d__Bacteria;p__Marinisomatota;c__;o__;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","93.17","0.3816436551","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.18.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__Thiohalophilus;s__","-","-","-","-","-","GCF_004366735.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__Thiohalophilus;s__Thiohalophilus thiocyanatoxydans","87.67","0.7","taxonomic classification defined by topology and ANI","-","-","68.33","0.979944247","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.23.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XJ16;f__Halofilaceae;g__Halofilum;s__","-","-","-","-","-","GCF_001614315.2","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XJ16;f__Halofilaceae;g__Halofilum;s__Halofilum ochraceum","78.43","0.36","taxonomic classification defined by topology and ANI","-","-","95.29","0.8842648712","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.25.contigs__","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","72.82","0.6408362145","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.27.contigs__","d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","80.92","0.7450894809","-"
"Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.8.contigs__","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","91.22","0.7614653994","-"
"Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.34.contigs__","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__","-","-","-","-","-","GCA_001438965.1","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__Pontimonas sp001438965","-","-","taxonomic classification defined by topology and ANI","-","GCA_000754445.1, s__Pontimonas sp00075...","80.11","0.9615230237","-"
"Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.44.contigs__","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","81.1","0.9221331311","-"
"Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.002.contigs__","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","81.97","0.9221800094","-"
"Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.005.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__SCGC-AAA027-K21;s__","-","-","-","-","-","GCA_007116135.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__SCGC-AAA027-K21;s__SCGC-AAA027-K21 sp007116135","77.09","0.1","taxonomic classification defined by topology and ANI","-","-","80.54","0.9619106371","Genome has more than 15.8% of markers with multiple hits"
"Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.017.contigs__","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","75.4","0.9212864046","-"
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.24.contigs__","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinicoccus_A;s__","-","-","-","-","-","GCF_009602535.1","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinicoccus_A;s__Ornithinicoccus_A halotolerans","78.94","0.39","taxonomic classification defined by topology and ANI","-","-","90.23","0.8966571563","-"
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.42.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__","-","-","-","-","-","GCF_000423065.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella echinicola","86.11","0.83","taxonomic classification defined by topology and ANI","-","GCF_003054225.1, s__Gramella gaetbulic...","80.82","0.9940338283","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.46.contigs__","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__","-","-","-","-","-","GCA_003484265.1","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__UBA12294 sp003484265","79.08","0.5","taxonomic classification defined by topology and ANI","-","GCA_002418205.1, s__UBA12294 sp0024182...","90.71","0.9767138686","-"
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.50.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__","-","-","-","-","-","GCA_002390165.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter sp002390165","77.59","0.3","taxonomic classification defined by topology and ANI","-","GCF_012524075.1, s__Lutibacter sp01252...","78.62","0.9372763442","-"
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.51.contigs__","d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__BM509;s__","-","-","-","-","-","GCA_002869695.1","d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__BM509;s__BM509 sp002869695","77.85","0.27","taxonomic classification defined by topology and ANI","-","-","86.32","0.9263356457","-"
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.6.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","73.06","0.9245733417","Genome has more than 15.8% of markers with multiple hits"
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.10.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","89.46","0.8376179361","-"
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.14.contigs__","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11579;g__UBA11579;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","71.93","0.9328576522","-"
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.17.contigs__","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nitriliruptorales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","89.72","0.7026783858","-"
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.10.contigs__","d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","83.66","0.7859812631","-"
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.25.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","93.69","0.9133598257","-"
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.37.contigs__","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","89.24","0.8963778575","-"
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.51.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SHZL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","87.04","0.9160728313","-"
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.59.contigs__","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","78.46","0.6999014126","-"
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.7.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","90.31","0.9262589836","-"
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.62.contigs__","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__","-","-","-","-","-","GCA_003149555.1","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__Aquiluna sp003149555","80.87","0.62","taxonomic classification defined by topology and ANI","-","GCA_002333405.1, s__Aquiluna sp0023334...","70.02","0.983367721","Genome has more than 15.0% of markers with multiple hits"
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.78.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__","-","-","-","-","-","GCF_000173115.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115","87.1","0.67","taxonomic classification defined by topology and ANI","-","-","71.05","0.9867428814","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.16.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__IMCC3088;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","81.42","0.94868077","-"
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.20.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__","-","-","-","-","-","GCF_013283365.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium sp013283365","84.65","0.77","taxonomic classification defined by topology and ANI","-","GCF_012848475.1, s__Marinobacterium sp...","87.57","0.9960261841","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.22.contigs__","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA3439;s__","-","-","-","-","-","GCA_002378605.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA3439;s__UBA3439 sp002378605","90.54","0.85","taxonomic classification defined by topology and ANI","-","GCA_009919335.1, s__UBA3439 sp00991933...","96.09","0.9850131806","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.49.contigs__","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__Actinomarina sp014384285","GCA_014384285.1","95","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__Actinomarina sp014384285","98.27","0.94","GCA_014384285.1","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__Actinomarina sp014384285","98.27","0.94","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCA_002308095.1, s__Actinomarina sp002...","80.8","-","-"
"Salt_Pond_MetaG_R2A_B_D1_MG_DASTool_bins_concoct_out.4.contigs__","d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","75.48","0.7779493544","-"
"Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.11.contigs__","d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","92.12","0.8044401752","-"
"Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.37.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__2-02-FULL-47-50;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","78.46","0.8871807535","-"
"Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.47.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","80.52","0.9349500167","-"
"Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.54.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SLND01;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","80.78","0.6953258107","-"
"Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_metabat.6.contigs__","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__","-","-","-","-","-","GCA_003486165.1","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp003486165","86.58","0.71","taxonomic classification defined by topology and ANI","-","GCA_002868985.1, s__UBA11574 sp0028689...","83.11","0.958882897","Genome has more than 10.0% of markers with multiple hits"
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.59.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__","-","-","-","-","-","GCF_000173115.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115","87.03","0.71","taxonomic classification defined by topology and ANI","-","-","80.09","0.986290707","Genome has more than 11.7% of markers with multiple hits"
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.69.contigs__","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__","-","-","-","-","-","GCA_001438965.1","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__Pontimonas sp001438965","-","-","taxonomic classification defined by topology and ANI","-","GCA_000754445.1, s__Pontimonas sp00075...","85.09","0.9603331507","-"
